q,nu,chi1z,chi2z,chieff,ecc,ecc_gi,m_ano_gi,E0,J0,Emrg_til,Jmrg_til,Heff_til,b_massless,b_massless_Heff,b_massless_EOB,a_f,A_220,A_320,A_440,v_kick,A_peak22,omega_peak22,Mf,af,v_kick_qc,A_peak22_qc,omega_peak22_qc,Mf_qc,af_qc,ID,catalog,c3A_32_from_32_32_qc,c3p_32_from_32_32_qc,c4p_32_from_32_32_qc,A_320_from_32_320_qc,phi_320_from_32_320_qc,A_320_from_32_320_220_qc,phi_320_from_32_320_220_qc,A_220_from_32_320_220_qc,phi_220_from_32_320_220_qc,c3A_22_from_22_22_qc,c3p_22_from_22_22_qc,c4p_22_from_22_22_qc,A_220_from_22_220_qc,phi_220_from_22_220_qc,c3A_21_from_21_21_qc,c3p_21_from_21_21_qc,c4p_21_from_21_21_qc,A_210_from_21_210_qc,phi_210_from_21_210_qc,c3A_33_from_33_33_qc,c3p_33_from_33_33_qc,c4p_33_from_33_33_qc,A_330_from_33_330_qc,phi_330_from_33_330_qc,c3A_44_from_44_44_qc,c3p_44_from_44_44_qc,c4p_44_from_44_44_qc,A_440_from_44_440_qc,phi_440_from_44_440_qc,c3A_20_from_20_20_qc,c3p_20_from_20_20_qc,c4p_20_from_20_20_qc,A_200_from_20_200_qc,phi_200_from_20_200_qc,A_320_from_32_320_median_ta,A_320_from_32_320_low_ta,A_320_from_32_320_high_ta,phi_320_from_32_320_median_ta,phi_320_from_32_320_low_ta,phi_320_from_32_320_high_ta,A_320_from_32_320_220_median_ta,A_320_from_32_320_220_low_ta,A_320_from_32_320_220_high_ta,phi_320_from_32_320_220_median_ta,phi_320_from_32_320_220_low_ta,phi_320_from_32_320_220_high_ta,A_220_from_32_320_220_median_ta,A_220_from_32_320_220_low_ta,A_220_from_32_320_220_high_ta,phi_220_from_32_320_220_median_ta,phi_220_from_32_320_220_low_ta,phi_220_from_32_320_220_high_ta,A_220_from_22_220_median_ta,A_220_from_22_220_low_ta,A_220_from_22_220_high_ta,phi_220_from_22_220_median_ta,phi_220_from_22_220_low_ta,phi_220_from_22_220_high_ta,A_210_from_21_210_median_ta,A_210_from_21_210_low_ta,A_210_from_21_210_high_ta,phi_210_from_21_210_median_ta,phi_210_from_21_210_low_ta,phi_210_from_21_210_high_ta,A_330_from_33_330_median_ta,A_330_from_33_330_low_ta,A_330_from_33_330_high_ta,phi_330_from_33_330_median_ta,phi_330_from_33_330_low_ta,phi_330_from_33_330_high_ta,A_440_from_44_440_median_ta,A_440_from_44_440_low_ta,A_440_from_44_440_high_ta,phi_440_from_44_440_median_ta,phi_440_from_44_440_low_ta,phi_440_from_44_440_high_ta,A_200_from_20_200_median_ta,A_200_from_20_200_low_ta,A_200_from_20_200_high_ta,phi_200_from_20_200_median_ta,phi_200_from_20_200_low_ta,phi_200_from_20_200_high_ta
0.999999941578016,0.2499999999999997,-1.91310409172e-05,-1.91459174249e-05,-1.913847917083272e-05,0.2211163,0.0778393984032017,3.790289531884916,0.9924272356373416,1.082315375017643,0.9700737997112442,2.8048615490708557,0.8820863537724221,2.891389861169079,3.1798038106760105,3.084644364958772,0.686469814726,0.0,0.0,0.0,,0.3927353877239301,0.360280013138663,0.951943772847,0.686469814726,1.0,0.3948311960035225,0.3598129996606911,0.9515844622397504,0.6863640265555292,1357,SXS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.25,0.0,0.0,0.0,0.157,,,0.988891921934176,0.920723994267227,0.9691342745176568,2.792801564946779,0.8784424840897294,2.8817488333458967,3.1792651374788305,3.0811348125098244,0.6832662972,0.9251414693637472,0.011106210638454,0.031926547529371,0.0,0.3891956785669325,0.3601454129075705,0.9514192921,0.6832662972,1.0,0.39483117025625,0.35981440246,0.9515839428556588,0.686369879389307,1110,RIT,0.622746426583853,9.452534562211989,3.98027275310162,0.03046874999999999,2.3560937500000136,0.03046874999999999,2.3560937500000136,0.06719615939479105,0.16368903272907576,-0.35551,4.0225124999999995,2.032025,0.9802968749999998,0.0,0.0269135561201225,1.757068516912403,0.47721683137325066,0.0,3.141592653589793,-0.08392499999999997,1.5211750000000002,0.3718999999999999,0.0,0.0,0.38656500000000005,8.230348369807949,6.019950000000001,0.04241015624999989,-2.5925603071794048,0.0,0.0,0.0,1.0,0.0,0.059079210423716666,0.03740224496196155,0.0748885312516539,2.6830590973039636,2.0613145801479056,3.3450371844470768,0.02965243152724939,0.027690343447523174,0.030938428102207337,1.9963416751683807,1.9276433030323652,2.137074272033177,0.0643820215745704,0.062496562622950856,0.06624348665803488,-0.3384956220995443,-0.38304318892592537,-0.2731698351410792,0.9387704157560152,0.9264502214752558,0.9453884187060384,-0.34525061468661344,-0.37121630302922615,-0.303753771467945,1.2932940599263854e-06,2.583141906443738e-09,0.0005004685328767626,3.048368280308076,0.09026215422383112,6.0242993551035795,1.3305105154284654e-06,2.8808850195950427e-09,0.0006185898949447083,3.2786615893948956,0.3563094868060552,6.213230307677719,0.032334140359981056,0.026338388177866053,0.0379721984488761,-3.236327423611394,-3.3917111968904967,-2.963791756036838,0.021668282207161882,0.007179589999113174,0.0405961713168686,-0.7221067149694145,-2.0401053949343986,0.3192261454055201
0.6,0.2343749999999999,0.0,0.0,0.0,0.7975,,,0.991671109524989,0.567659230100399,0.990416763405204,2.3660845297942608,0.9593074458326178,2.3889786776824145,2.4664507088659677,2.4428141281735023,0.5464603303,0.0,0.0,0.0,92.16,0.2505920920275915,0.2917364657967223,0.9856451022,0.5464603303,1.0,0.3662667109852408,0.3527113535796874,0.9571899292820022,0.6513011211070794,1411,RIT,0.06720986804102091,12.945682506053204,4.036187802965097,0.019445141293108432,1.852697513103493,0.019445141293108432,1.852697513103493,0.046061378910199506,0.18370166045699182,-0.368196875,4.01133046875,1.9971234375,0.921378650665283,0.0,0.01965705721653513,1.7419899034765147,0.43751934203272236,0.09096421876791287,2.412011665344238,-0.1045890625,1.6174203125000002,0.46046875,0.1296405029296876,0.28599705078125,0.3364103125000001,4.856638693197723,5.6572000000000005,0.019396620303159386,-2.4688778948605195,0.0,0.0,0.0,1.0,0.0,0.01586830911520143,0.0049796183563222424,0.02627479058029933,-5.364569292735978,-7.413771015335372,-2.361807385918572,0.00988867436074048,0.007715311494174948,0.011646326463539743,5.29784558560772,4.968715703980544,5.51210791070672,0.02306394368314002,0.020543245516387056,0.024807297129296156,2.429348662744427,2.330265717512583,2.54998842253323,0.481294375137443,0.46686839979185746,0.4994771994976169,2.3246986173727384,2.2785199846529687,2.354697468765933,0.052651728268652054,0.047802221810027835,0.05506314039429176,4.431221410673436,4.373106900673581,4.471853524786181,0.05542432184364232,0.05416337564164918,0.05690918263411352,0.5384577369498731,0.5055148765035832,0.5720614827929055,0.006898227794054912,0.0035526852384039805,0.009609659637111377,2.830017819194978,2.562553539913451,3.0920194835870003,0.047131204680951,0.016113708332806488,0.08134757691685865,-0.1996738614000093,-3.815369346285971,2.2546864525746853
0.7500000000000013,0.2448979591836735,0.0,0.0,0.0,0.002,,,0.990905356253029,0.981448206547702,0.9708477875735604,2.822415938398533,0.882696912716141,2.9071662669722884,3.1974915712729697,3.10427761775547,0.6750214533,0.0,0.0,0.0,72.42,0.3841476680606814,0.3593060998571218,0.9535166382,0.6750214533,1.0,0.385416566825435,0.3574701254265389,0.9534713184168964,0.6750187370840793,1242,RIT,0.4260003573942982,10.549511866711324,3.9975928802337006,0.025960735080191092,2.224787943243811,0.025960735080191092,2.224787943243811,0.06467865362586017,0.16507280906692615,-0.3596526530612244,4.018861224489796,2.0206285714285714,0.9611101496825304,0.0,0.02436249195759436,1.752194615083263,0.46440132620896324,0.05515817928810085,2.4366878469005266,-0.09067244897959176,1.5526020408163264,0.4008204081632649,0.07813601475575616,0.3116678029987506,0.37018795918367364,6.780630176006653,5.901501020408165,0.0318067131257991,-2.6373216687780077,0.0,0.0,0.0,1.0,0.0,0.040580952685037364,0.015347619648320347,0.07090889713986846,-5.858578272748542,-8.073707439751956,-2.9580930366593634,0.025729536048051616,0.023589223728037442,0.02710002383760156,4.368501078756527,4.269832117373626,4.522143818671433,0.06339377630254328,0.061393414312784125,0.06566868471412331,2.1088562896287426,2.057434072853262,2.1733332985429343,0.9380929157233735,0.925117818543006,0.943684695035844,2.101720300241338,2.080202160630203,2.141414995663271,0.0542645417754124,0.05199884857985527,0.055754561091840224,3.5404075192581974,3.486523510662387,3.589513622529876,0.07356589447812267,0.07211724927996714,0.07525931199586786,0.27151423307262446,0.23128971139677662,0.3311450104420896,0.027588419515012785,0.021430939199204236,0.03358796030057405,1.700982902580504,1.5263186998017064,1.991772799735645,0.02111470830050466,0.004517939668130221,0.03842116153481522,-0.8310056194006932,-2.1233702294770254,0.05974244046134395
0.9000000000000008,0.2493074792243767,0.0,0.0,0.0,0.75,,,0.991389957451351,0.670926593630886,0.9888783371574243,2.5976841730150264,0.9556378445412388,2.6268996654150474,2.718272604892562,2.688040893466737,0.6341114843,0.0,0.0,0.0,29.31,0.3075413564949972,0.3298712653420335,0.9807522098,0.6341114843,1.0,0.3935482092334095,0.3594947871327383,0.951843459226394,0.6848348051898036,1341,RIT,0.5956875967256099,9.596620032564594,3.9825735289591884,0.02979993948902209,2.340576225547977,0.02979993948902209,2.340576225547977,0.06000383404810991,0.1715518702010167,-0.35607229916897504,4.0220168975069255,2.0304781163434904,0.9776955937970423,0.0,0.026558874621321553,1.7564108618115646,0.4754875382272201,0.02089819929801155,2.4482155701686192,-0.08484085872576169,1.5254407202216067,0.3758254847645426,0.029419954533320806,0.3227599757138142,0.3843420775623271,8.004593836280062,6.003872437673132,0.04076639267494243,-2.6061789900677685,0.0,0.0,0.0,1.0,0.0,0.026451855286665937,0.00563422746979631,0.045154819067488194,-4.430900798677896,-6.216240895848858,-0.9948765708047018,0.019914391443386702,0.01786340792008754,0.021704859641762286,0.3136848821565086,0.18221207562926722,0.4286410423291714,0.035180984007133764,0.03283330681824421,0.03713359211900443,3.4254226628638476,3.357166558768543,3.4662548897696057,0.5780669612581777,0.5538023785307831,0.5919362231312937,3.3481481800777884,3.304919188550161,3.3808134541014603,0.013214250695399943,0.011090166817000207,0.01444818528499049,4.997817287161796,4.879994292694099,5.098965585314565,0.015430703162038581,0.01468555271316442,0.016922697334875603,2.1884445853751364,2.119997965212346,2.252053877252793,0.016268595970361566,0.012328733596930347,0.01942569688680546,-1.9131689975372814,-2.0642825485500156,-1.7091935048890292,0.04652881770640083,0.02643141219515588,0.084733220434453,-0.24421585067096263,-3.806176193708004,2.5659192455910413
0.6,0.2343749999999999,0.0,0.0,0.0,0.19,0.0672785784130852,5.758971256874375,0.99465311821405,1.13531846020077,0.9728550447081068,2.852797239284813,0.8857534677632262,2.93239702543842,3.220757629647129,3.133330307784333,0.6523605853,0.0,0.0,0.0,119.75,0.3689089299249831,0.3497256273589073,0.9571966337,0.6523605853,1.0,0.3662667109852408,0.3527113535796874,0.9571899292820022,0.6513011211070794,1399,RIT,0.06720986804102091,12.945682506053204,4.036187802965097,0.019445141293108432,1.852697513103493,0.019445141293108432,1.852697513103493,0.05893068107960918,0.1687370213479011,-0.368196875,4.01133046875,1.9971234375,0.921378650665283,0.0,0.01965705721653513,1.7419899034765147,0.43751934203272236,0.09096421876791287,2.412011665344238,-0.1045890625,1.6174203125000002,0.46046875,0.1296405029296876,0.28599705078125,0.3364103125000001,4.856638693197723,5.6572000000000005,0.019396620303159386,-2.4688778948605195,0.0,0.0,0.0,1.0,0.0,0.03603547431642362,0.02126267528600275,0.05699387570106688,-2.823621612397855,-5.131792291558767,-0.1663961430509957,0.016961794045348658,0.013786909123479593,0.01871986215978644,0.8212503506959211,0.6386031316106588,1.0079973605823187,0.058599413415077795,0.0570999850251776,0.06151820941174681,5.011974267702221,4.9650132842975765,5.069461016652292,0.921430808970167,0.9070692604280488,0.9291432106771618,4.9744777705615455,4.95291575105277,5.01432753830018,0.09081758922583527,0.08612458349535128,0.09664772850916382,4.846151816303394,4.786007750961508,4.939971764993462,0.12510282506125125,0.11913084154534309,0.1313830294130594,4.5540092558438365,4.486903749914522,4.584277535026839,0.017888924261611816,0.01106952201536257,0.025635832762869994,1.3658763695124012,1.1690829709440747,1.716509734522168,0.05464856126396946,0.011613427893438624,0.08679195407658183,-6.7784306774997365,-10.389787328946813,-2.5230069587147295
1.0,0.25,0.0,0.0,0.0,0.51,,,0.992617986707402,0.941037860523075,0.9695413040016612,2.8455443988337543,0.8800206803304831,2.9349388077528245,3.233497192094552,3.1350090841090617,0.6879906801,1.1334504253761788,0.0119812847411859,0.0371560364820983,0.0,0.4059610073420587,0.3570712402556637,0.9484456114,0.6879906801,1.0,0.39483117025625,0.35981440246,0.9515839428556588,0.686369879389307,1303,RIT,0.622746426583853,9.452534562211989,3.98027275310162,0.03046874999999999,2.3560937500000136,0.03046874999999999,2.3560937500000136,0.067908097449259,0.16288316137676967,-0.35551,4.0225124999999995,2.032025,0.9802968749999998,0.0,0.0269135561201225,1.757068516912403,0.47721683137325066,0.0,3.141592653589793,-0.08392499999999997,1.5211750000000002,0.3718999999999999,0.0,0.0,0.38656500000000005,8.230348369807949,6.019950000000001,0.04241015624999989,-2.5925603071794048,0.0,0.0,0.0,1.0,0.0,0.050106259330385594,0.016032324520124045,0.08735921533425764,-2.8254022181928002,-5.311414426743532,-0.057082876123916826,0.03610969880769954,0.03264780634883419,0.03814846458794442,0.5885237370447909,0.4869252607749873,0.7979505610264899,0.08069851053182565,0.07825954254715765,0.08268219057685211,5.028005860472989,4.977195039928867,5.1265803571305595,1.15734023478917,1.1331773934154439,1.1702268625996395,5.06178737565757,5.0329411149907,5.121365874172412,8.153587409625372e-07,2.975169954443974e-09,0.0003724072912215641,3.082784978114636,0.1495309486904888,6.133822537720726,1.3140320996986183e-06,2.873230872039868e-09,0.0006387847406698581,3.1583565844590957,0.20456897412381317,6.198711641585191,0.04219288129027433,0.03493906017709532,0.048837898478774414,-5.116066714250525,-5.348603819982038,-4.747257139574027,0.04570521311904264,0.007468746192500376,0.07959427385427324,-2.0351573661884217,-4.2442337696685986,-0.3977714595284958
0.4000000000000005,0.2040816326530613,0.0,0.0,0.0,0.64,,,0.993420353191394,0.659033447256521,0.989399476873671,3.061993178628243,0.94833274585284,3.0947996741453765,3.2288173028071263,3.194590150318028,0.6019942614,0.0,0.0,0.0,207.28,0.3131033250157676,0.3350863484535953,0.9788628506,0.6019942614,1.0,0.3130205025590105,0.3395856389194502,0.9667043606611544,0.5806968749960989,1453,RIT,-0.17713434875626832,15.30073209089457,4.173107790214681,0.015808657610918667,0.4708867591439869,0.015808657610918667,0.4708867591439869,0.04594803654439988,0.17624709222850934,-0.3927938775510203,3.9896510204081634,1.9294571428571432,0.8058805429710412,0.0,0.013145618369968656,1.7139660485900672,0.36085163153749455,0.13665707124131585,2.3592046553731865,-0.14465204081632638,1.8040183673469383,0.6321836734693871,0.18826441363717494,0.2183900020824658,0.23917163265306163,2.5807229317012483,4.953909183673472,0.025869161555951935,-1.937605324022137,0.0,0.0,0.0,1.0,0.0,0.02493944081640609,0.01850245023597712,0.031926779125285576,-1.6617265255817997,-4.11163914902662,0.3562763291956443,0.006939302450044926,0.004778255241806874,0.00856112149027311,0.2422623558469319,0.021807856191578087,0.38869159838571443,0.03782191150957336,0.03566079101762318,0.039052991506695015,-0.3073838612766393,-0.3674496140926937,-0.2691528814275328,0.6760806150240043,0.6667022538527388,0.6878909382488214,-0.3679239523321345,-0.39231567917924526,-0.3509760260882695,0.12250647909330159,0.11420063459631329,0.12817802480403184,-0.43835458057440024,-0.4946977460003854,-0.4018318059327992,0.1565118222731532,0.15460446113393758,0.15998896727913073,-0.27395133978464714,-0.2943289846980548,-0.2459493415864511,0.01624336785246061,0.014621391330337886,0.01856972168782597,-0.8483339352606214,-1.0510910797441078,-0.6252675036481756,0.03248923843281726,0.004337983155147205,0.05220767018786695,-0.9611190016335426,-3.786526354542394,1.0235164724065227
0.4999999999999993,0.222222222222222,0.0,0.0,0.0,0.11,,,0.990627310225494,0.841363291701012,0.9743381397258069,2.8634613090826724,0.8860033236797782,2.938878395839552,3.231885516173969,3.1489493216357243,0.6218839179,0.0,0.0,0.0,147.58,0.3429495263004374,0.3526295820139609,0.9609743937,0.6218839179,1.0,0.3445819394768172,0.3473434123990122,0.9612091161354084,0.6233940746778821,1216,RIT,-0.18790136354779619,15.239396488866545,4.086138574069609,0.015762688614540447,1.3182228318853646,0.015762688614540447,1.3182228318853646,0.05223934989930821,0.1733765468503456,-0.37806444444444454,4.002633333333333,1.9699777777777774,0.8752373113854589,0.0,0.015516703337507386,1.7302072009968983,0.4061529083839812,0.11443919833057686,2.3879403292181074,-0.12066111111111122,1.6922777777777787,0.5293555555555562,0.16210699588477395,0.25775302469135775,0.2974011111111108,3.5843356544981253,5.375061111111108,0.016664783108566984,-2.161595516402621,0.0,0.0,0.0,1.0,0.0,0.03073506713078622,0.023926702824418375,0.041311214288228044,-7.795557645644715,-10.103220785973793,-5.418050776985422,0.008387505865039224,0.006452916907561392,0.009619715886195744,1.7810422104531143,1.5233867599106243,2.024957832690203,0.04929776552352261,0.04838824522602551,0.05083495989426471,0.050663441582213475,0.007039373113861128,0.10054543521081737,0.8238394477166595,0.8132873579116539,0.828980072208145,0.011866103825818985,-0.0035100982457114682,0.04397459120451207,0.11428428238797861,0.11237233480345608,0.1171215019925487,2.542900261138624,2.50623083126832,2.589507464096908,0.1467351078706399,0.14415147256407349,0.14935151239441607,3.3927729936562083,3.3703774836142193,3.4386206157381785,0.009459063958550673,0.004702968487864665,0.015710407479904875,-1.353539484129036,-1.5450028040491421,-0.8360901040589344,0.022171352295552005,0.008271362564147363,0.036878464414768275,-0.9127124778364155,-1.7534372036156185,-0.43250513017350656
0.4000000000000005,0.2040816326530613,0.0,0.0,0.0,0.19,0.0672396718712211,5.620672570708287,0.99534498494723,0.988550170884782,0.9779429051372516,2.927729405771345,0.8931121979853043,2.993763122971321,3.2781205008460983,3.2058146859874155,0.5814966189,0.0,0.0,0.0,165.67,0.3152951957011238,0.3430064081122737,0.9668301828,0.5814966189,1.0,0.3130205025590105,0.3395856389194502,0.9667043606611544,0.5806968749960989,1445,RIT,-0.17713434875626832,15.30073209089457,4.173107790214681,0.015808657610918667,0.4708867591439869,0.015808657610918667,0.4708867591439869,0.043802284345314864,0.17908896257429732,-0.3927938775510203,3.9896510204081634,1.9294571428571432,0.8058805429710412,0.0,0.013145618369968656,1.7139660485900672,0.36085163153749455,0.13665707124131585,2.3592046553731865,-0.14465204081632638,1.8040183673469383,0.6321836734693871,0.18826441363717494,0.2183900020824658,0.23917163265306163,2.5807229317012483,4.953909183673472,0.025869161555951935,-1.937605324022137,0.0,0.0,0.0,1.0,0.0,0.027771183506706376,0.020420191674745583,0.03379088902966139,-3.015386100726287,-5.359034057748523,-1.0218149733180004,0.005754396424320296,0.0032395673090271655,0.008457742271372649,-1.5274089773162358,-2.013711024738712,-1.1657847137289403,0.04023070342517732,0.037543027669741325,0.04209994607695718,4.67041943923056,4.617157175179297,4.720519386949279,0.7844399386582298,0.771163230080797,0.7895825414192627,4.604350944288485,4.583692694829565,4.634290688522109,0.12683004809828133,0.12355268043466731,0.13102894376666013,4.7625013163501615,4.654632604978461,4.880080729491237,0.17593223688818949,0.16676079986773143,0.1883072654944275,3.9615082902689673,3.921904873636125,4.006644730943202,0.018475644315112172,0.012935177345257754,0.02440617117761065,2.578315778552478,2.2352214258946366,3.0136749766183373,0.04013638529006147,0.006299741508951597,0.0698086256416019,-6.537679777741679,-9.929170675890633,-2.117654726451481
